movie_id,title,director_name,writer_name,country
Temptation_(1934_film),Temptation,Max Neufeld,Stafford Dickens|Paul Merzbach|Max Neufeld|Melchior Lengyel,United Kingdom|France
Temptation_(1946_film),Temptation,Irving Pichel,NOT_FOUND,United States
Temptation_(1959_film),Temptation Island,Edmond T. Gréville,Edmond T. Gréville,NOT_FOUND
Temptation_Island_(1980_film),Temptation Island,Joey Gosiengfiao,Toto Belano,Philippines
Temptation_Island_(2011_film),Temptation Island,Chris Martinez,Chris Martinez,Philippines
Temptation_of_a_Monk,Temptation of a Monk,Clara Law,Eddie Ling-Ching Fong|Pik Wah Lee,Hong_Kong
Tempted_(film),Tempted,Bill Bennett (director),Bill Bennett (director),United States
Tempting_Fate,Tempting Fate,Peter Werner,NOT_FOUND,United States
Tempting_Fate_(2015_film),Tempting Fate,Kevin Nwankwor,NOT_FOUND,United States|Nigeria
Temptress_Moon,Temptress Moon,Chen Kaige,Shu Kei|Wang Anyi|Chen Kaige,NOT_FOUND
Ten9Eight:_Shoot_for_the_Moon,Ten9Eight: Shoot for the Moon,Mary Mazzio,Mary Mazzio,United States
Ten_'til_Noon,Ten 'til Noon,Scott Storm,NOT_FOUND,United States
Ten_(2002_film),Ten,Abbas Kiarostami,Abbas Kiarostami,Iran
Ten_(2013_film),Ten,Craig Wyting,Craig Wyting,United Kingdom
Ten_Canoes,Ten Canoes,Rolf de Heer,Rolf de Heer,Australia
Ten_Cents_a_Dance_(1931_film),Ten Cents a Dance,Lionel Barrymore,Jo Swerling,United States
Ten_Cents_a_Dance_(1945_film),Ten Cents a Dance,NOT_FOUND,NOT_FOUND,United States
Ten_Gentlemen_from_West_Point,Ten Gentlemen from West Point,Henry Hathaway,Richard Maibaum|George Seaton,United States
Ten_Little_Indians_(1965_film),Ten Little Indians,George Pollock (director),Peter Yeldham|Harry Alan Towers,United Kingdom
Ten_Little_Indians_(1989_film),Ten Little Indians,Alan Birkinshaw,Agatha Christie|Gerry O'Hara,United Kingdom
Ten_Minutes_Older,Ten Minutes Older,NOT_FOUND,NOT_FOUND,"China, Finland, France, Germany, Netherlands, Spain, United Kingdom, United States"
Ten_North_Frederick_(film),Ten North Frederick,Philip Dunne (writer),Philip Dunne (writer),United States
Ten_Seconds_to_Hell,Ten Seconds to Hell,Robert Aldrich,Robert Aldrich|Lawrence P. Bachmann|Teddi Sherman,West_Germany
Ten_Tall_Men,Ten Tall Men,Willis Goldbeck|Robert Parrish,NOT_FOUND,United_States
Ten_Thousand_Bedrooms,Ten Thousand Bedrooms,Richard Thorpe,William Ludwig|László Vadnay|Art Cohn,NOT_FOUND
Ten_Thousand_Saints,Ten Thousand Saints,Shari Springer Berman and Robert Pulcini,Shari Springer Berman and Robert Pulcini,United States
Ten_Wanted_Men,Ten Wanted Men,H. Bruce Humberstone,Irving Ravetch|Harriet Frank Jr.,United States
Ten_Years_(2015_film),Ten Years,NOT_FOUND,NOT_FOUND,Hong Kong
Tenacious_D_in_The_Pick_of_Destiny,Tenacious D in The Pick of Destiny,Liam Lynch (musician),Kyle Gass|Liam Lynch (musician)|Jack Black,United States
Tenchi:_The_Samurai_Astronomer,Tenchi: The Samurai Astronomer,Yōjirō Takita,Yōjirō Takita,Japan
Tenchi_Forever!_The_Movie,Tenchi Forever!,Hiroshi Negishi,Masaharu Ayano,Japan
Tender_Comrade,Tender Comrade,Edward Dmytryk,Dalton Trumbo,United States
Tender_Is_the_Night_(film),Tender Is the Night,Henry King (director),Ivan Moffat,United States
Tender_Loving_Care_(film),Tender Loving Care,NOT_FOUND,NOT_FOUND,United States
Tender_Loving_Care_(video_game),Tender Loving Care,David Wheeler,David Wheeler,NOT_FOUND
Tender_Mercies,Tender Mercies,Bruce Beresford,Horton Foote,United_States
Tender_Scoundrel,Tender Scoundrel,Jean Becker (director),Michel Audiard|Jean Becker (director)|Daniel Boulanger|Albert Simonin,NOT_FOUND
Tender_Son:_The_Frankenstein_Project,Tender Son: The Frankenstein Project,Kornél Mundruczó,Kornél Mundruczó,Hungary
Tenderness_(2009_film),Tenderness,John Polson,NOT_FOUND,"* Australia
* United States"
Tenement_(film),Tenement,Roberta Findlay,Joel Bender|Rick Marx,United States
Tennessee_(film),Tennessee,Aaron Woodley,Russell Schaumberg,United States
Tennessee_Johnson,Tennessee Johnson,William Dieterle,Milton Gunzburg|Wells Root|John L. Balderston,United States
Tension_(film),Tension,John Berry (film director),NOT_FOUND,United States
Tension_at_Table_Rock,Tension at Table Rock,Charles Marquis Warren,Winston Miller,United States
Tenth_Avenue_Angel,Tenth Avenue Angel,Roy Rowland (film director),Eleanore Griffin,United States
Teorema_(film),Teorema,Pier Paolo Pasolini,Pier Paolo Pasolini,Italy
Tepepa,Tepepa,Giulio Petroni,Franco Solinas|Ivan Della Mea,Spain
Tequila_Sunrise_(film),Tequila Sunrise,Robert Towne,Robert Towne,United States
Tere_Naam,Tere Naam,Satish Kaushik,Jainendra K. Jain (screenwriter)|Bala (director),India
Teresa's_Tattoo,Teresa's Tattoo,Julie Cypher,Marc Cushman,United States
Teresa_(1951_film),Teresa,Fred Zinnemann,Stewart Stern,United States
Teresa_(1987_film),Teresa,Dino Risi,Bernardino Zapponi|Dino Risi,NOT_FOUND
Teri_Meri_Kahaani,Teri Meri Kahaani,Kunal Kohli,Robin Bhatt,India
Terkel_in_Trouble,Terkel in Trouble,Thorbjørn Christoffersen|Kresten Vestbjerg Andersen|Stefan Fjeldmark,NOT_FOUND,Denmark
Term_Life,Term Life,Peter Billingsley,NOT_FOUND,United States
Term_of_Trial,Term of Trial,Peter Glenville,NOT_FOUND,United Kingdom
Terminal_(Cook_novel),Terminal,NOT_FOUND,NOT_FOUND,United_States
Terminal_(upcoming_film),Terminal,Vaughn Stein,Vaughn Stein,United States
Terminal_Bliss,Terminal Bliss,Jordan Alan,Jordan Alan,United States
Terminal_Error,Terminal Error,NOT_FOUND,T.L. Petrie,United_States
Terminal_Invasion,Terminal Invasion,Sean S. Cunningham,NOT_FOUND,United States/Canada
Terminal_Island_(film),Terminal Island,Stephanie Rothman,Charles S. Swartz|Stephanie Rothman,United States
Terminal_Velocity_(film),Terminal Velocity,Deran Sarafian,David Twohy,United States
Terminator_2:_Judgment_Day,Terminator 2: Judgment Day,James Cameron,William Wisher,United States
Terminator_3:_Rise_of_the_Machines,Terminator 3: Rise of the Machines,Jonathan Mostow,Michael Ferris|John Brancato,NOT_FOUND
Terminator_Genisys,Terminator Genisys,Alan Taylor (director),Laeta Kalogridis|Patrick Lussier,United States
Terminator_Salvation,Terminator Salvation,McG,Jonathan Nolan|John Brancato and Michael Ferris|Paul Haggis,United States
Terminus_(1987_film),Terminus,NOT_FOUND,Alain Gillot|Wallace Potts|Patrice Duvic,France|Germany
Terminus_(2015_film),Terminus,NOT_FOUND,Gabriel Dowrick,Australia
Terms_and_Conditions_May_Apply,Terms and Conditions May Apply,Cullen Hoback,NOT_FOUND,United States
Terms_of_Endearment,Terms of Endearment,James L. Brooks,James L. Brooks,United States
Terra_Nova_(1932_film),Terra Nova,NOT_FOUND,Adolphe Engers,Netherlands
Terra_Nova_(1991_film),Terra Nova,Calogero Salvo,Marisa Bafile|Calogero Salvo|Riccardo Manao,Italy
Terra_Nova_(1998_film),Terra Nova,Paul Middleditch,Martin Edmond,Australia
Terraferma_(film),Terraferma,Emanuele Crialese,Vittorio Moroni|Emanuele Crialese,Italy
Terri_(film),Terri,Azazel Jacobs,Patrick deWitt,United States
Terrible_Day_of_the_Big_Gundown,Terrible Day of the Big Gundown,Sergio Garrone,NOT_FOUND,NOT_FOUND
Terrible_Joe_Moran,Terrible Joe Moran,Joseph Sargent,NOT_FOUND,United States
Terribly_Happy,Terribly Happy,Henrik Ruben Genz,Erling Jepsen|Henrik Ruben Genz|Dunja Gry Jensen,Denmark
Terror's_Advocate,Terror's Advocate,Barbet Schroeder,NOT_FOUND,France
Terror-Creatures_from_the_Grave,Terror-Creatures from the Grave,Massimo Pupillo,NOT_FOUND,"*Italy
*United States"
TerrorVision,TerrorVision,Ted Nicolaou,Ted Nicolaou|Charles Band,United_States
Terror_(1977_film),Terror,Gert Fredholm,Torben Nielsen,Denmark
Terror_(1978_film),Terror,Norman J. Warren,David McGillivray (producer/screenwriter),Cinema_of_the_United_Kingdom
Terror_(2016_film),Terror,Satish Kasetty,Satish Kasetty,India
Terror_Express,Terror Express,Ferdinando Baldi,George Eastman (actor),NOT_FOUND
Terror_Firmer,Terror Firmer,Lloyd Kaufman,James Gunn (filmmaker),United States
Terror_Is_a_Man,Terror Is a Man,Gerardo de Leon,H.G. Wells,Philippines
Terror_Squad_(film),Terror Squad,Peter Maris,Chuck Rose|Mark Verheiden,United States
Terror_Toons,Terror Toons,Joe Castro,NOT_FOUND,United States
Terror_Tract,Terror Tract,Lance W. Dreesen|Clint Hutchison,Clint Hutchison,United States
Terror_Train,Terror Train,Roger Spottiswoode,Thomas Y. Drake,United_States
Terror_Trap,Terror Trap,NOT_FOUND,NOT_FOUND,United States
Terror_at_Tenkiller,Terror at Tenkiller,Ken Meyer,NOT_FOUND,United States
Terror_from_the_Year_5000,Terror from the Year 5000,Robert J. Gurney Jr.,Henry Slesar,United States
Terror_in_a_Texas_Town,Terror in a Texas Town,Joseph H. Lewis (director),Dalton Trumbo,United States
Terror_in_the_Aisles,Terror in the Aisles,Andrew J. Kuehn,Margery Doppelt,United_States
Terror_of_Mechagodzilla,Terror of Mechagodzilla,Ishirō Honda,NOT_FOUND,NOT_FOUND
Tess_(film),Tess,Roman Polanski,Roman Polanski|Gerard Brach|John Brownjohn,United Kingdom|France
Tess_of_the_D'Urbervilles_(TV_serial),Tess of the D'Urbervilles,David Blair (director),NOT_FOUND,United Kingdom
Tess_of_the_Storm_Country_(1914_film),Tess of the Storm Country,Edwin S. Porter,B. P. Schulberg,United States
Tess_of_the_Storm_Country_(1922_film),Tess of the Storm Country,John S. Robertson,Elmer Blaney Harris,United States
Tess_of_the_Storm_Country_(1932_film),Tess of the Storm Country,Alfred Santell,Grace Miller White|S. N. Behrman|Sonya Levien|Rupert Hughes,United States
Tess_of_the_Storm_Country_(1960_film),Tess of the Storm Country,"Paul Guilfoyle (actor, born 1902)",Rupert Hughes,United States
Tess_of_the_d'Urbervilles_(1924_film),Tess of the d'Urbervilles,Marshall Neilan,Dorothy Farnum,United States
Test_(film),Test,NOT_FOUND,NOT_FOUND,United States
Test_Pilot_(film),Test Pilot,Victor Fleming,Frank Wead|Howard Hawks|Waldemar Young|John Lee Mahin,United States
Testament_(film),Testament,Lynne Littman,John Sacret Young,United_States
Testament_of_Orpheus,The Testament of Orpheus,Jean Cocteau,NOT_FOUND,France
Testament_of_Youth_(film),Testament of Youth,James Kent,Juliette Towhidi,United_Kingdom
Testosterone_(2004_film),Testosterone,Giorgos Panousopoulos,Auguste Corteau,Greece
Testosterone_(film),Testosterone,NOT_FOUND,James Robert Baker,Argentina|United_States
Tetro,Tetro,Francis Ford Coppola,Francis Ford Coppola,Argentina|Spain|United_States
Tex_(film),Tex,Tim Hunter (director),Charles S. Haas|Tim Hunter (director),United States
"Texas,_Adios","Texas, Adios",Ferdinando Baldi,Franco Rossetti|Ferdinando Baldi,Italy|Spain
Texas_(2005_film),Texas,Fausto Paravidino,Fausto Paravidino,NOT_FOUND
Texas_(film),Texas,George Marshall (director),Horace McCoy|Michael Blankfort,United States
Texas_Across_the_River,Texas Across The River,Michael Gordon (film director),Ben Starr (American producer),United States
Texas_Carnival,Texas Carnival,Charles Walters,George Wells (screenwriter)|Dorothy Kingsley,United States
Texas_Killing_Fields,Texas Killing Fields,Ami Canaan Mann,Don Ferrarone,United States
Texas_Rangers_(film),Texas Rangers,Steve Miner,NOT_FOUND,United States
Texas_Terror_(film),Texas Terror,Robert N. Bradbury,NOT_FOUND,United States
Texasville,Texasville,Peter Bogdanovich,Peter Bogdanovich|Larry McMurtry,United States
Teza_(film),Teza,Haile Gerima,Haile Gerima,France|Ethiopia|Germany
Tezaab,Tezaab,N. Chandra,N. Chandra|Kamlesh Pandey,India
Thalapathi,Thalapathi,Mani Ratnam,Mani Ratnam,India
Thambikku_Entha_Ooru,Thambikku Entha Ooru,Rajasekhar (director),Panchu Arunachalam,India
Thamizhan,Thamizhan,Majith,S. A. Chandrasekhar,NOT_FOUND
Thampu,Thampu,G. Aravindan,G. Aravindan,India
Thanatomorphose,Thanatomorphose,NOT_FOUND,NOT_FOUND,Canada
Thani_Oruvan,Thani Oruvan,Mohan Raja,Mohan Raja|Subha (writers),India
Thank_God_He_Met_Lizzie,Thank God He Met Lizzie,Cherie Nowlan,NOT_FOUND,Australia
Thank_God_It's_Friday_(film),Thank God It's Friday,Robert Klane,Armyan Bernstein,United States
"Thank_You,_Mr._Moto_(film)","Thank You, Mr. Moto",Norman Foster (director),Norman Foster (director)|Wyllis Cooper,United States
Thank_You_(1925_film),Thank You,John Ford,Frances Marion|Winchell Smith|Tom Cushing,United States
Thank_You_(2011_film),Thank You,Anees Bazmee,Ikram Akhtar|Anees Bazmee,India
Thank_You_(2013_film),Thank You,V. K. Prakash,Arun Lal,India
Thank_You_a_Lot,Thank You a Lot,Matt Muir,Matt Muir,United States
Thank_You_for_Playing,Thank You For Playing,David Osit & Malika Zouhali-Worrall,NOT_FOUND,USA
Thank_You_for_Smoking,Thank You for Smoking,Jason Reitman,Jason Reitman,United States
Thank_You_for_Your_Service_(2015_film),Thank You For Your Service,Tom Donahue (filmmaker),NOT_FOUND,United States
Thank_You_for_Your_Service_(2016_film),Thank You for Your Service,Jason Hall (screenwriter),Jason Hall (screenwriter),United States
Thank_Your_Lucky_Stars_(film),Thank Your Lucky Stars,David Butler (director),Norman Panama|Melvin Frank,United States
Thanks_a_Million,Thanks a Million,Roy Del Ruth,Nunnally Johnson|Darryl F. Zanuck|James Gow|Fred Allen,United States
Thanks_for_Sharing,Thanks for Sharing,Stuart Blumberg,Stuart Blumberg,United States
Thanksgiving_(2004_film),Thanksgiving,Tom Donahue (filmmaker),Sean Gullette,United States
Thanksgiving_(2006_film),Thanksgiving,NOT_FOUND,NOT_FOUND,United States
Thanmathra,Thanmathra,Blessy,Blessy,India
Tharlo,Tharlo,Pema Tseden,Pema Tseden,China
That'll_Be_the_Day_(film),That'll Be the Day,Claude Whatham,Ray Connolly,United Kingdom
That's_Adequate,That's Adequate,Harry Hurwitz,Harry Hurwitz,United States
That's_Black_Entertainment,That's Black Entertainment,William Greaves,G. William Jones,NOT_FOUND
That's_Cunning!_Shijo_Saidai_no_Sakusen%3F,That's Cunning! Shijo Saidai no Sakusen?,Hiroshi Sugawara,NOT_FOUND,Japan
That's_Dancing!,That's Dancing!,"Jack Haley, Jr.",Jack Haley,NOT_FOUND
That's_Entertainment!_III,That's Entertainment! III,Bud Friedgen|Michael J. Sheridan,Bud Friedgen|Michael J. Sheridan,NOT_FOUND
"That's_Entertainment,_Part_II","That's Entertainment, Part II",Gene Kelly,Leonard Gershe,United States
That's_Life!_(film),That's Life!,Blake Edwards,Blake Edwards|Milton Wexler,NOT_FOUND
That's_My_Baby!_(1944_film),That's My Baby!,William Berke,Irving Wallace,United States
That's_My_Baby!_(1984_film),That's My Baby!,Edie Yolles|John Bradshaw,Edie Yolles|John Bradshaw,NOT_FOUND
That's_My_Boy_(1932_film),That's My Boy,Roy William Neill,Francis Wallace (writer)|Norman Krasna,United States
That's_My_Boy_(1951_film),That's My Boy,Hal Walker,NOT_FOUND,NOT_FOUND
That's_My_Boy_(2012_film),That's My Boy,Sean Anders,David Caspe,United States
That's_Not_Me_(film),That's Not Me,Gregory Erdstein,Gregory Erdstein|Alice Foulcher,Australia
That's_What_I_Am,That's What I Am,Michael Pavone,Michael Pavone,United States
That_Awkward_Moment,That Awkward Moment,Tom Gormican,Tom Gormican,United States
That_Certain_Age,That Certain Age,Edward Ludwig,Bruce Manning|Charles Brackett|Billy Wilder,United States
That_Certain_Feeling_(film),That Certain Feeling,Norman Panama|Melvin Frank,I. A. L. Diamond|Norman Panama,United_States
That_Certain_Summer,That Certain Summer,Lamont Johnson,NOT_FOUND,United States
That_Certain_Woman,That Certain Woman,Edmund Goulding,Edmund Goulding,United States
That_Championship_Season_(1982_film),That Championship Season,Jason Miller (playwright),Jason Miller (playwright),United States
That_Championship_Season_(1999_film),That Championship Season,Paul Sorvino,NOT_FOUND,NOT_FOUND
That_Cold_Day_in_the_Park,That Cold Day in the Park,Robert Altman,Gillian Freeman|Peter Miles (child actor),U.S. / Canada
That_Darn_Cat!,That Darn Cat!,Robert Stevenson (director),Mildred Gordon (writer)|Bill Walsh (producer)|Gordon Gordon,United States
That_Darn_Cat_(1997_film),That Darn Cat!,Bob Spiers,Scott Alexander and Larry Karaszewski,United States
That_Day_(film),That Day,Raúl Ruiz (director),Raúl Ruiz (director),France
That_Demon_Within,That Demon Within,Dante Lam,Dante Lam,Hong Kong
That_Evening_Sun_(film),That Evening Sun,Scott Teems,William Gay (author),NOT_FOUND
That_Forsyte_Woman,That Forsyte Woman,Compton Bennett,James B. Williams|Arthur Wimperis|Ivan Tors,United States
That_Gang_of_Mine,That Gang of Mine,Joseph H. Lewis,NOT_FOUND,United States
That_Girl_from_Paris,That Girl from Paris,Leigh Jason,Jane Murfin|Joseph Fields,United States
That_Girl_in_Yellow_Boots,That Girl in Yellow Boots,Anurag Kashyap,Anurag Kashyap|Kalki Koechlin,India
That_Guy..._Who_Was_in_That_Thing,That Guy... Who Was in That Thing,Ian Roumain|Michael Schwartz,NOT_FOUND,United States
That_Guy_Dick_Miller,That Guy Dick Miller,Elijah Drenner,NOT_FOUND,United States
That_Hagen_Girl,That Hagen Girl,Peter Godfrey (director),Charles Hoffman (screenwriter),United States
That_Hamilton_Woman,That Hamilton Woman,Alexander Korda,Walter Reisch|R. C. Sherriff,United States
That_Kind_of_Woman,That Kind of Woman,Sidney Lumet,Robert Lowry (writer)|Walter Bernstein,United States
That_Lady,That Lady,Terence Young (director),Sy Bartlett|Based on the novel by Kate O'Brien,Spain|U.K.
That_Lady_in_Ermine,That Lady in Ermine,Otto Preminger|Ernst Lubitsch,Samson Raphaelson,United States
That_Little_Band_of_Gold,That Little Band of Gold,Roscoe Arbuckle,NOT_FOUND,United States
That_Lovely_Girl,That Lovely Girl,Keren Yedaya,Keren Yedaya,Israel|France
That_Malicious_Age,That Malicious Age,Silvio Amadio,Piero Regnoli|Silvio Amadio,Italy
That_Man's_Here_Again,That Man's Here Again,Louis King,Lillie Hayward,United States
That_Man_Bolt,That Man Bolt,David Lowell Rich|Henry Levin,Ranald MacDougall,United States
That_Man_from_Rio,That Man from Rio,Philippe de Broca,Jean-Paul Rappeneau|Philippe de Broca|Daniel Boulanger|Ariane Mnouchkine,Italy|France
That_Midnight_Kiss,That Midnight Kiss,Norman Taurog,Bruce Manning,United States
That_Most_Important_Thing:_Love,That Most Important Thing: Love,Andrzej Żuławski,Christopher Frank|Andrzej Żuławski,France
That_Night,That Night,Craig Bolotin,Craig Bolotin,United States
That_Night_in_Rio,That Night in Rio,Irving Cummings,Bess Meredyth|George Seaton|Samuel Hoffenstein,United States
That_Night_in_Varennes,That Night in Varennes,Ettore Scola,Sergio Amidei|Ettore Scola,Italy|France
That_Obscure_Object_of_Desire,That Obscure Object of Desire,Luis Buñuel,Pierre Louÿs|Luis Buñuel|Jean-Claude Carrière,Spain|France
That_Old_Feeling_(film),That Old Feeling,Carl Reiner,Leslie Dixon,United States
That_Riviera_Touch,That Riviera Touch,Cliff Owen,Dick Hills and Sid Green,NOT_FOUND
That_Sinking_Feeling,That Sinking Feeling,Bill Forsyth,Bill Forsyth,United Kingdom
That_Summer_of_White_Roses,That Summer of White Roses,Rajko Grlić,NOT_FOUND,United Kingdom|Yugoslavia
That_Thing_Called_Tadhana,That Thing Called Tadhana,Antoinette Jadaone,Antoinette Jadaone,Philippines
That_Thing_You_Do!,That Thing You Do!,Tom Hanks,Tom Hanks,United States
That_Touch_of_Mink,That Touch of Mink,Delbert Mann,Stanley Shapiro,United States
That_Uncertain_Feeling_(film),That Uncertain Feeling,Ernst Lubitsch,Walter Reisch|Donald Ogden Stewart,United States
That_Was_Then..._This_Is_Now,That Was Then... This Is Now,Christopher Cain,Emilio Estevez|S. E. Hinton,United States
That_Way_with_Women,That Way with Women,Frederick de Cordova,Francis Swann|Leo Townsend,United States
That_Wonderful_Urge,That Wonderful Urge,Robert Sinclair,Jay Dratler,United States
The_%22Human%22_Factor_(1975_film),The Human Factor,Edward Dmytryk,Thomas Hunter (actor),U.K.
The_'%3F'_Motorist,The '?' Motorist,Walter R. Booth,NOT_FOUND,United Kingdom
The_'Burbs,The 'Burbs,Joe Dante,Dana Olsen,United States
The_10th_Victim,The 10th Victim,Elio Petri,Tonino Guerra|Ennio Flaiano,"*Italy
*France"
The_11th_Hour_(2014_film),The 11th Hour,Anders Morgenthaler,Anders Morgenthaler,Denmark|Germany
The_11th_Hour_(film),The 11th Hour,Leila Conners Petersen|Nadia Conners,Leonardo DiCaprio,United States
The_13th_Letter,The 13th Letter,Otto Preminger,NOT_FOUND,United States
The_13th_Warrior,The 13th Warrior,John McTiernan,"William Wisher, Jr.|Warren Lewis (screenwriter)",United States
The_14,The 14,David Hemmings,Roland Starke,United Kingdom
The_14_Amazons,The 14 Amazons,Cheng Gang|Charles Tung,NOT_FOUND,Hong Kong
The_19th_Wife_(film),The 19th Wife,Rod Holcomb,NOT_FOUND,United_States
The_20/20_Experience_World_Tour,Justin Timberlake + The Tennessee Kids,Jonathan Demme,NOT_FOUND,United_States
The_24_Hour_Woman,The 24 Hour Woman,Nancy Savoca,Nancy Savoca|Richard Guay (film producer),United States
The_24th_Day,The 24th Day,NOT_FOUND,Tony Piccirillo,United States
The_25th_Hour_(film),The 25th Hour,Henri Verneuil,Henri Verneuil|Wolf Mankowitz,Yugoslavia|Italy|France
The_27th_Day,The 27th Day,William Asher,Robert M. Fresco,United States
The_300_Spartans,The 300 Spartans,Rudolph Maté,NOT_FOUND,United States
The_30_Foot_Bride_of_Candy_Rock,The 30 Foot Bride of Candy Rock,Sidney Miller (actor),Arthur A. Ross,NOT_FOUND
The_33_(film),The 33,Patricia Riggen,Craig Borten,"* United States
* Chile
* Colombia"
The_36th_Chamber_of_Shaolin,The 36th Chamber of Shaolin,Liu Chia-Liang,I Kuang,Hong Kong
The_39_Steps_(1935_film),The 39 Steps,Alfred Hitchcock,Ian Hay|Charles Bennett (screenwriter),United Kingdom
The_39_Steps_(1959_film),The 39 Steps,Ralph Thomas,Frank Harvey (English screenwriter),United Kingdom
The_39_Steps_(play),The 39 Steps,NOT_FOUND,NOT_FOUND,NOT_FOUND
The_3_Rooms_of_Melancholia,The 3 Rooms of Melancholia,Pirjo Honkasalo,Pirjo Honkasalo,Finland|Sweden|Denmark|Germany
The_3rd_Voice,The 3rd Voice,Hubert Cornfield,Hubert Cornfield,United States
The_40-Year-Old_Virgin,The 40-Year-Old Virgin,Judd Apatow,NOT_FOUND,United States
The_400_Blows,The 400 Blows,François Truffaut,"* François Truffaut
* Marcel Moussy",France
The_47_Ronin_(1941_film),The 47 Ronin,Kenji Mizoguchi,Yoshikata Yoda,Japan
The_49th_Man,The 49th Man,Fred F. Sears,Harry Essex|Ivan Tors,United States
The_4th_Company,The 4th Company,NOT_FOUND,NOT_FOUND,Mexico
The_4th_Floor_(1999_film),The 4th Floor,Josh Klausner,Josh Klausner,United States
The_4th_Tenor,The 4th Tenor,Harry Basil,Harry Basil|Rodney Dangerfield,United States
The_5th_Wave_(film),The 5th Wave,J Blakeson,Akiva Goldsman|Jeff Pinkner|Susannah Grant,United States
The_6th_Day,The 6th Day,Roger Spottiswoode,Cormac Wibberley and Marianne Wibberley,United States
The_6th_Man,The 6th Man,Randall Miller,Christopher Reed|Cynthia Carle,United States
The_7_Adventures_of_Sinbad,The 7 Adventures of Sinbad,Adam Silver|Ben Hayflick,Adam Silver|Ben Hayflick,United States
The_7th_Dawn,The 7th Dawn,Lewis Gilbert,Karl Tunberg,Cinema_of_the_United_Kingdom
The_7th_Day,The 7th Day,Carlos Saura,Ray Loriga,Spain
The_7th_Voyage_of_Sinbad,The 7th Voyage of Sinbad,Nathan H. Juran,Kenneth Kolb,United States
The_9th_Life_of_Louis_Drax,The 9th Life of Louis Drax,Alexandre Aja,Max Minghella,"* Canada
* United States
* United Kingdom"
The_A-Team_(film),The A-Team,Joe Carnahan,Brian Bloom|Skip Woods,United States
The_ABCs_of_Death,The ABCs of Death,Various directors,Various screenwriters,Various countries
The_Abandoned_(2006_film),The Abandoned,Nacho Cerdà,Richard Stanley (film director),"* Spain
* United Kingdom
* Bulgaria"
The_Abandoned_(2010_film),The Abandoned,NOT_FOUND,Zlatko Topčić,Bosnia-Herzegovina|Croatia
The_Abandoned_(2015_film),The Abandoned,Eytan Rockaway,Ido Fluk,United States
The_Abdication,The Abdication,Anthony Harvey,NOT_FOUND,NOT_FOUND
The_Abduction_Club,The Abduction Club,Stefan Schwartz,Bill Britten,NOT_FOUND
The_Abductors,The Abductors,Andrew McLaglen,NOT_FOUND,United States
The_Abominable_Dr._Phibes,The Abominable Dr. Phibes,Robert Fuest,Robert Fuest,United Kingdom
The_Abominable_Snowman_(film),The Abominable Snowman,Val Guest,Nigel Kneale,United Kingdom
The_Absent-Minded_Professor,The Absent-Minded Professor,Robert Stevenson (director),Bill Walsh (producer),United States
The_Absent_One_(2014_film),The Absent One,NOT_FOUND,Nikolaj Arcel,"* Denmark
* France
* Germany"
The_Abyss,The Abyss,James Cameron,James Cameron,United States
The_Abyss_(1910_film),The Abyss,Urban Gad,Urban Gad,Denmark
The_Abyss_(1988_film),The Abyss,André Delvaux,Marguerite Yourcenar|André Delvaux,Belgium|France
The_Accidental_Detective,The Accidental Detective,Kim Joung-hoon,Kim Jung-Hoon,South Korea
The_Accidental_Husband,The Accidental Husband,Griffin Dunne,Mimi Hare|Bonnie Sikowitz|Clare Naylor,United_States
The_Accidental_Spy,The Accidental Spy,Teddy Chan,Ivy Ho,Cinema_of_Hong_Kong
The_Accidental_Tourist_(film),The Accidental Tourist,Lawrence Kasdan,Lawrence Kasdan|Frank Galati,United States
The_Accountant_(2001_film),The Accountant,Ray McKinnon (actor),Ray McKinnon (actor),United States
The_Accountant_(2016_film),The Accountant,Gavin O'Connor (director),Bill Dubuque,United States
The_Accused_(1949_film),The Accused,William Dieterle,Ketti Frings,United States
The_Accused_(1988_film),The Accused,Jonathan Kaplan,Tom Topor,Canada
The_Ace_of_Hearts_(1921_film),The Ace of Hearts,Wallace Worsley,NOT_FOUND,United States
The_Acid_House_(film),The Acid House,Paul McGuigan (filmmaker),Irvine Welsh,NOT_FOUND
The_Act_of_Killing,The Act of Killing,Joshua Oppenheimer,NOT_FOUND,"* Norway
* Denmark
* United Kingdom"
The_Act_of_Seeing_with_One's_Own_Eyes,The Act of Seeing with One's Own Eyes,Stan Brakhage,NOT_FOUND,United States
The_Actors,The Actors,Conor McPherson,Conor McPherson,Ireland
The_Actress,The Actress,George Cukor,Ruth Gordon,United States
The_Actress_(1928_film),The Actress,Sidney Franklin (director),Albert Lewin|Joseph Farnham|Richard Schayer,United States
The_Addams_Family_(1973_animated_series),The Addams Family,Charles August Nichols,NOT_FOUND,United States
The_Addams_Family_(film),The Addams Family,Barry Sonnenfeld,Caroline Thompson|Larry Wilson (screenwriter),United States
The_Addams_Family_(musical),The Addams Family,NOT_FOUND,NOT_FOUND,NOT_FOUND
The_Adderall_Diaries_(film),The Adderall Diaries,Pamela Romanowsky,Pamela Romanowsky,United States
The_Addiction,The Addiction,Abel Ferrara,Nicholas St. John (screenwriter),United States
The_Address_(film),The Address,Ken Burns,NOT_FOUND,United States
The_Adjuster,The Adjuster,Atom Egoyan,Atom Egoyan,Canada
